Var1,Freq,names.mytab.
"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Local affiliates,Range of programming,Accessibility to PBS",1,"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Local affiliates,Range of programming,Accessibility to PBS"
"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit",7,"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit"
"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Accessibility to PBS",1,"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Accessibility to PBS"
"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Children’s programming",1,"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Children’s programming"
"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Children’s programming,Range of programming",2,"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Children’s programming,Range of programming"
"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Children’s programming,Range of programming,Accessibility to PBS",1,"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Children’s programming,Range of programming,Accessibility to PBS"
"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Children’s programming,Range of programming,Nostalgic connection with PBS,Specific programs:",1,"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Children’s programming,Range of programming,Nostalgic connection with PBS,Specific programs:"
"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Local affiliates",1,"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Local affiliates"
"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Local affiliates,Children’s programming,Accessibility to PBS,Nostalgic connection with PBS",1,"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Local affiliates,Children’s programming,Accessibility to PBS,Nostalgic connection with PBS"
"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Local affiliates,Children’s programming,Accessibility to PBS,Nostalgic connection with PBS,Specific programs:",1,"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Local affiliates,Children’s programming,Accessibility to PBS,Nostalgic connection with PBS,Specific programs:"
"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS",1,"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS"
"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS,Specific programs:",1,"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS,Specific programs:"
"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Local affiliates,Children’s programming,Specific programs: ,Other:",1,"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Local affiliates,Children’s programming,Specific programs: ,Other:"
"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Local affiliates,Range of programming",1,"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Local affiliates,Range of programming"
"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Local affiliates,Range of programming,Accessibility to PBS",1,"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Local affiliates,Range of programming,Accessibility to PBS"
"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Local affiliates,Range of programming,Specific programs:",1,"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Local affiliates,Range of programming,Specific programs:"
"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers",1,"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers"
"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Children’s programming",1,"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Children’s programming"
"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Children’s programming,Accessibility to PBS",1,"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Children’s programming,Accessibility to PBS"
"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Children’s programming,Accessibility to PBS,Specific programs:",1,"Perceived lack of bias in the news and reporting,Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Children’s programming,Accessibility to PBS,Specific programs:"
